Rk,Player,Team,Conf,G,Receiving_Rec,Receiving_Yds,Receiving_Yards_Per_Rec,Receiving_TD,Receiving_Yards_Per_Game,Rushing_Att,Rushing_Yds,Rushing_Yards_Per_Att,Rushing_TD,Rushing_Yards_Per_Game,Scrimmage_Plays,Scrimmage_Yds,Scrimmage_Yards_Per_Play,Scrimmage_TD,Awards
1496,Carter Campbell*,SMU,American,7,2,28,14,0,4,0,0,,0,0,2,28,14,0,
1497,Charvis Thornton,Louisiana Tech,CUSA,10,7,28,4,1,2.8,55,270,4.9,1,27,62,298,4.8,2,
1498,Chase Gillespie,Vanderbilt,SEC,12,5,28,5.6,0,2.3,22,62,2.8,0,5.2,27,90,3.3,0,
1499,Chris Long*,Rutgers,Big Ten,1,2,28,14,0,28,0,0,,0,0,2,28,14,0,
1500,Christian Hamilton*,North Carolina,ACC,3,3,28,9.3,0,9.3,0,0,,0,0,3,28,9.3,0,
1501,Cole Turner*,Clemson,ACC,2,3,28,9.3,0,14,0,0,,0,0,3,28,9.3,0,
1502,Donovan Smith,Houston,Big 12,12,1,28,28,1,2.3,138,428,3.1,6,35.7,139,456,3.3,7,
1503,Elijah Jackson-Anderson*,Eastern Michigan,MAC,12,1,28,28,1,2.3,0,0,,0,0,1,28,28,1,
1504,Jacob Orlando,Buffalo,MAC,4,4,28,7,0,7,0,0,,0,0,4,28,7,0,
1505,Jaydon Johnson*,Louisiana,Sun Belt,10,2,28,14,0,2.8,0,0,,0,0,2,28,14,0,
1506,Jordan McCants*,Jacksonville State,CUSA,12,1,28,28,0,2.3,0,0,,0,0,1,28,28,0,
1507,Shadrick Byrd,Charlotte,American,8,7,28,4,0,3.5,60,211,3.5,0,26.4,67,239,3.6,0,
1508,AJ Jones*,Arizona,Pac-12,10,5,27,5.4,0,2.7,0,0,,0,0,5,27,5.4,0,
1509,Alante Brown,Michigan State,Big Ten,11,3,27,9,0,2.5,10,4,0.4,0,0.4,13,31,2.4,0,
1510,Allan Houston III*,Louisville,ACC,6,3,27,9,0,4.5,0,0,,0,0,3,27,9,0,
1511,Ashton Stredick*,California,Pac-12,10,4,27,6.8,0,2.7,42,200,4.8,2,20,46,227,4.9,2,
1512,Cam'Ron Valdez*,Texas Tech,Big 12,10,3,27,9,0,2.7,52,286,5.5,1,28.6,55,313,5.7,1,
1513,DeAndre Coleman*,Coastal Carolina,Sun Belt,9,1,27,27,1,3,0,0,,0,0,1,27,27,1,
1514,Duane Martin*,Louisville,ACC,13,2,27,13.5,0,2.1,0,0,,0,0,2,27,13.5,0,
1515,Harold Joiner,Michigan State,Big Ten,9,4,27,6.8,0,3,6,4,0.7,0,0.4,10,31,3.1,0,
1516,Jay Rudolph,San Diego State,MWC,4,4,27,6.8,0,6.8,0,0,,0,0,4,27,6.8,0,
1517,Jordan Nubin*,Minnesota,Big Ten,13,6,27,4.5,0,2.1,127,559,4.4,3,43,133,586,4.4,3,
1518,Julian Ortega-Jones*,Texas State,Sun Belt,12,3,27,9,0,2.3,0,0,,0,0,3,27,9,0,
1519,Keshawn King,Western Michigan,MAC,4,2,27,13.5,0,6.8,14,62,4.4,1,15.5,16,89,5.6,1,
1520,Kevin Diaz*,Arkansas State,Sun Belt,13,3,27,9,0,2.1,0,0,,0,0,3,27,9,0,
1521,Langston Lewis,Central Michigan,MAC,3,2,27,13.5,0,9,0,0,,0,0,2,27,13.5,0,
1522,Mason Fakahua,BYU,Big 12,12,6,27,4.5,0,2.3,0,0,,0,0,6,27,4.5,0,
1523,Matthew McCallister,Louisiana Tech,CUSA,7,2,27,13.5,0,3.9,0,0,,0,0,2,27,13.5,0,
1524,Rico Walker*,Maryland,Big Ten,8,4,27,6.8,0,3.4,0,0,,0,0,4,27,6.8,0,
1525,Robby Washington*,Miami (FL),ACC,1,2,27,13.5,0,27,0,0,,0,0,2,27,13.5,0,
1526,Terion Stewart*,Bowling Green,MAC,9,1,27,27,0,3,125,762,6.1,8,84.7,126,789,6.3,8,
1527,Dalton Andrews*,Toledo,MAC,14,4,26,6.5,2,1.9,0,0,,0,0,4,26,6.5,2,
1528,DT Sheffield,Washington State,Pac-12,2,4,26,6.5,0,13,1,-3,-3,0,-1.5,5,23,4.6,0,
1529,Grant Wilson*,Old Dominion,Sun Belt,12,1,26,26,1,2.2,130,289,2.2,4,24.1,131,315,2.4,5,
1530,Isaiah Woullard,Louisiana-Monroe,Sun Belt,12,9,26,2.9,1,2.2,98,447,4.6,1,37.3,107,473,4.4,2,
1531,Jace Wilson*,UTSA,American,13,2,26,13,0,2,0,0,,0,0,2,26,13,0,
1532,Javon Swinton*,Eastern Michigan,MAC,4,4,26,6.5,0,6.5,0,0,,0,0,4,26,6.5,0,
1533,Kade McIntyre*,Oklahoma,Big 12,2,1,26,26,0,13,0,0,,0,0,1,26,26,0,
1534,Kaleb Carter*,Louisiana,Sun Belt,5,3,26,8.7,0,5.2,0,0,,0,0,3,26,8.7,0,
1535,Malik Baker II,Charlotte,American,8,5,26,5.2,0,3.3,0,0,,0,0,5,26,5.2,0,
1536,Timothy Gans*,New Mexico State,CUSA,3,2,26,13,0,8.7,1,5,5,0,1.7,3,31,10.3,0,
1537,Titus Lyons*,Texas State,Sun Belt,12,5,26,5.2,0,2.2,0,0,,0,0,5,26,5.2,0,
1538,Tripp Riordan*,SMU,American,2,1,26,26,0,13,0,0,,0,0,1,26,26,0,
1539,Tylan Hines,Hawaii,MWC,4,7,26,3.7,0,6.5,27,93,3.4,0,23.3,34,119,3.5,0,
1540,Var'keyes Gumms,Arkansas,SEC,11,3,26,8.7,0,2.4,0,0,,0,0,3,26,8.7,0,
1541,Vaughn Blue*,Liberty,CUSA,6,4,26,6.5,1,4.3,19,116,6.1,0,19.3,23,142,6.2,1,
1542,Aidan Mizell,Florida,SEC,2,2,25,12.5,0,12.5,0,0,,0,0,2,25,12.5,0,
1543,AJ Green,Arkansas,SEC,12,6,25,4.2,1,2.1,67,312,4.7,2,26,73,337,4.6,3,
1544,Beau Johnson*,Georgia Southern,Sun Belt,11,3,25,8.3,0,2.3,0,0,,0,0,3,25,8.3,0,
1545,Branden Alvarez*,San Jose State,MWC,7,2,25,12.5,1,3.6,0,0,,0,0,2,25,12.5,1,
1546,Brannon Spector*,Clemson,ACC,10,4,25,6.3,0,2.5,0,0,,0,0,4,25,6.3,0,
1547,Brock Spalding,East Carolina,American,12,3,25,8.3,0,2.1,0,0,,0,0,3,25,8.3,0,
1548,Christian Earls*,Nevada-Las Vegas,MWC,13,2,25,12.5,0,1.9,0,0,,0,0,2,25,12.5,0,
1549,Dre'lyn Washington*,Louisiana,Sun Belt,10,5,25,5,1,2.5,92,515,5.6,2,51.5,97,540,5.6,3,
1550,Jack Griese,Virginia,ACC,10,3,25,8.3,0,2.5,11,34,3.1,1,3.4,14,59,4.2,1,
1551,Kaleb Johnson*,Iowa,Big Ten,10,3,25,8.3,0,2.5,117,463,4,3,46.3,120,488,4.1,3,
1552,Kendall Milton*,Georgia,SEC,13,4,25,6.3,0,1.9,121,790,6.5,14,60.8,125,815,6.5,14,
1553,Nay'quan Wright*,South Florida,American,13,10,25,2.5,0,1.9,180,797,4.4,8,61.3,190,822,4.3,8,
1554,Reggie Brown*,Tulane,American,14,3,25,8.3,0,1.8,0,0,,0,0,3,25,8.3,0,
1555,Tyler Brennan,Army,Ind,3,1,25,25,0,8.3,0,0,,0,0,1,25,25,0,
1556,Tyler Moore*,Iowa State,Big 12,11,4,25,6.3,1,2.3,0,0,,0,0,4,25,6.3,1,
1557,Zylan Perry*,Louisiana,Sun Belt,13,3,25,8.3,0,1.9,54,213,3.9,2,16.4,57,238,4.2,2,
1558,Aaron Young*,Rutgers,Big Ten,9,3,24,8,2,2.7,16,94,5.9,1,10.4,19,118,6.2,3,
1559,Aidan Laughery,Illinois,Big Ten,9,2,24,12,0,2.7,16,81,5.1,1,9,18,105,5.8,1,
1560,Clay Swinney*,Clemson,ACC,13,1,24,24,0,1.8,0,0,,0,0,1,24,24,0,
1561,David Cordero,Hawaii,MWC,9,5,24,4.8,0,2.7,32,138,4.3,0,15.3,37,162,4.4,0,
1562,Ethan Erickson,BYU,Big 12,7,2,24,12,0,3.4,0,0,,0,0,2,24,12,0,
1563,Famah Toure*,Rutgers,Big Ten,2,2,24,12,0,12,0,0,,0,0,2,24,12,0,
1564,Jaivian Thomas*,California,Pac-12,8,3,24,8,1,3,18,110,6.1,1,13.8,21,134,6.4,2,
1565,Jayson Jones*,Jacksonville State,CUSA,7,2,24,12,0,3.4,1,5,5,0,0.7,3,29,9.7,0,
1566,Jayson Littlejohn*,South Florida,American,12,6,24,4,2,2,0,0,,0,0,6,24,4,2,
1567,Jordan Ford,Tulsa,American,12,9,24,2.7,0,2,78,294,3.8,1,24.5,87,318,3.7,1,
1568,JT Shrout*,Arkansas State,Sun Belt,2,1,24,24,0,12,4,-12,-3,0,-6,5,12,2.4,0,
1569,Kejuan Bullard Jr.*,San Jose State,MWC,9,1,24,24,0,2.7,0,0,,0,0,1,24,24,0,
1570,Kenyon Sadiq*,Oregon,Pac-12,14,5,24,4.8,1,1.7,1,12,12,0,0.9,6,36,6,1,
1571,Koy Moore*,Auburn,SEC,10,3,24,8,0,2.4,0,0,,0,0,3,24,8,0,
1572,Nick Munson,Ball State,MAC,12,5,24,4.8,0,2,0,0,,0,0,5,24,4.8,0,
1573,O'Shaan Allison*,Ohio,MAC,12,9,24,2.7,0,2,139,452,3.3,3,37.7,148,476,3.2,3,
1574,PJ Martin*,South Alabama,Sun Belt,4,2,24,12,0,6,12,75,6.3,1,18.8,14,99,7.1,1,
1575,Richard Reese,Baylor,Big 12,12,7,24,3.4,0,2,66,306,4.6,2,25.5,73,330,4.5,2,
1576,Shawn Bowman*,Rutgers,Big Ten,13,4,24,6,0,1.8,0,0,,0,0,4,24,6,0,
1577,Tamatoa Mokiao-Atimalala,Hawaii,MWC,11,4,24,6,0,2.2,1,8,8,1,0.7,5,32,6.4,1,
1578,Tavion Smith*,Louisiana,Sun Belt,11,2,24,12,1,2.2,0,0,,0,0,2,24,12,1,
1579,Tre Spivey*,Kansas State,Big 12,2,1,24,24,0,12,0,0,,0,0,1,24,24,0,
1580,Tyneil Hopper,Michigan State,Big Ten,3,2,24,12,1,8,0,0,,0,0,2,24,12,1,
1581,Zyell Griffin*,Nevada-Las Vegas,MWC,9,3,24,8,0,2.7,0,0,,0,0,3,24,8,0,
1582,Cade Yacamelli*,Wisconsin,Big Ten,9,4,23,5.8,0,2.6,36,169,4.7,0,18.8,40,192,4.8,0,
1583,Delbert Mimms*,North Carolina State,ACC,13,3,23,7.7,0,1.8,96,282,2.9,8,21.7,99,305,3.1,8,
1584,Deuce Spann*,Florida State,ACC,11,1,23,23,0,2.1,5,18,3.6,0,1.6,6,41,6.8,0,
1585,Jack Coldiron*,Miami (OH),MAC,2,1,23,23,0,11.5,0,0,,0,0,1,23,23,0,
1586,Jackson Meeks*,Georgia,SEC,12,1,23,23,0,1.9,0,0,,0,0,1,23,23,0,
1587,Jaison Patterson*,Bowling Green,MAC,13,4,23,5.8,0,1.8,35,128,3.7,1,9.8,39,151,3.9,1,
1588,Joey Bruszer*,SMU,American,3,1,23,23,1,7.7,0,0,,0,0,1,23,23,1,
1589,Jovantae Barnes*,Oklahoma,Big 12,7,5,23,4.6,0,3.3,37,140,3.8,1,20,42,163,3.9,1,
1590,Justin Marshall,Colorado State,MWC,3,2,23,11.5,0,7.7,57,311,5.5,2,103.7,59,334,5.7,2,
1591,Maxwell Moss*,James Madison,Sun Belt,10,2,23,11.5,1,2.3,0,0,,0,0,2,23,11.5,1,
1592,Nik Ognenovic,Akron,MAC,12,2,23,11.5,0,1.9,0,0,,0,0,2,23,11.5,0,
1593,Terron Kellman,Charlotte,American,8,2,23,11.5,0,2.9,82,328,4,1,41,84,351,4.2,1,
1594,Zak Wallace*,Arkansas State,Sun Belt,12,6,23,3.8,0,1.9,126,575,4.6,6,47.9,132,598,4.5,6,
1595,Bennett Galloway,Louisiana-Monroe,Sun Belt,10,2,22,11,0,2.2,44,287,6.5,0,28.7,46,309,6.7,0,
1596,Connor Walendzak*,Toledo,MAC,13,2,22,11,0,1.7,17,30,1.8,2,2.3,19,52,2.7,2,
1597,Evan Lester*,Georgia Southern,Sun Belt,12,2,22,11,1,1.8,0,0,,0,0,2,22,11,1,
1598,Jarett Garner,East Carolina,American,10,4,22,5.5,0,2.2,0,0,,0,0,4,22,5.5,0,
1599,Jayson Raines,Stanford,Pac-12,12,3,22,7.3,0,1.8,0,0,,0,0,3,22,7.3,0,
1600,Jaziun Patterson*,Iowa,Big Ten,11,4,22,5.5,0,2,58,206,3.6,2,18.7,62,228,3.7,2,
1601,Joseph Walker*,Eastern Michigan,MAC,3,3,22,7.3,0,7.3,0,0,,0,0,3,22,7.3,0,
1602,Kamryn Perry,Indiana,Big Ten,9,3,22,7.3,0,2.4,2,-6,-3,0,-0.7,5,16,3.2,0,
1603,Nick Miles*,Wyoming,MWC,13,1,22,22,0,1.7,0,0,,0,0,1,22,22,0,
1604,Trent Howland,Indiana,Big Ten,11,3,22,7.3,0,2,75,354,4.7,2,32.2,78,376,4.8,2,
1605,Antwaine Littleton*,Maryland,Big Ten,12,4,21,5.3,0,1.8,69,255,3.7,2,21.3,73,276,3.8,2,
1606,Avion McBride*,Georgia State,Sun Belt,12,1,21,21,0,1.8,0,0,,0,0,1,21,21,0,
1607,Brandon Hayes,Southern Mississippi,Sun Belt,10,2,21,10.5,0,2.1,0,0,,0,0,2,21,10.5,0,
1608,Darrian Anderson*,Oregon,Pac-12,3,4,21,5.3,0,7,0,0,,0,0,4,21,5.3,0,
1609,Dijon Stanley*,Utah,Pac-12,10,3,21,7,0,2.1,6,1,0.2,0,0.1,9,22,2.4,0,
1610,Dylan Wade*,Maryland,Big Ten,11,4,21,5.3,2,1.9,0,0,,0,0,4,21,5.3,2,
1611,Earnest Crownover*,Texas A&M,SEC,13,2,21,10.5,2,1.6,4,12,3,0,0.9,6,33,5.5,2,
1612,Hunter Salmon*,Tennessee,SEC,10,2,21,10.5,0,2.1,0,0,,0,0,2,21,10.5,0,
1613,James Burns,Connecticut,Ind,6,2,21,10.5,0,3.5,1,-7,-7,0,-1.2,3,14,4.7,0,
1614,Jayden Virgin*,Boise State,MWC,14,1,21,21,0,1.5,0,0,,0,0,1,21,21,0,
1615,Joshua Lingenfelter,Army,Ind,9,1,21,21,0,2.3,0,0,,0,0,1,21,21,0,
1616,Langston Anderson*,Texas State,Sun Belt,2,1,21,21,0,10.5,0,0,,0,0,1,21,21,0,
1617,Peter Montini,Colorado State,MWC,11,3,21,7,0,1.9,2,2,1,0,0.2,5,23,4.6,0,
1618,Rickey Hunt*,Ohio,MAC,3,2,21,10.5,1,7,23,134,5.8,4,44.7,25,155,6.2,5,
1619,Taulia Tagovailoa*,Maryland,Big Ten,12,1,21,21,0,1.8,68,18,0.3,5,1.5,69,39,0.6,5,
1620,Tyler Crowe*,Boise State,MWC,10,3,21,7,0,2.1,10,37,3.7,0,3.7,13,58,4.5,0,
1621,Tyler Fromm*,Auburn,SEC,12,3,21,7,0,1.8,0,0,,0,0,3,21,7,0,
1622,Andrew Bench*,Bowling Green,MAC,13,3,20,6.7,0,1.5,0,0,,0,0,3,20,6.7,0,
1623,Cartevious Norton*,Iowa State,Big 12,11,3,20,6.7,0,1.8,87,343,3.9,3,31.2,90,363,4,3,
1624,Colin O'Brien*,Wyoming,MWC,13,2,20,10,0,1.5,0,0,,0,0,2,20,10,0,
1625,Daniel Blood*,Missouri,SEC,10,2,20,10,0,2,0,0,,0,0,2,20,10,0,
1626,Gabe Ervin Jr.,Nebraska,Big Ten,3,2,20,10,0,6.7,38,196,5.2,1,65.3,40,216,5.4,1,
1627,Henry Boyer,Illinois,Big Ten,12,3,20,6.7,0,1.7,0,0,,0,0,3,20,6.7,0,
1628,Jaidyn Doss,Nebraska,Big Ten,4,2,20,10,0,5,0,0,,0,0,2,20,10,0,
1629,Jaxson Lavender*,SMU,American,3,1,20,20,0,6.7,0,0,,0,0,1,20,20,0,
1630,Jay Haynes*,Clemson,ACC,3,2,20,10,1,6.7,6,35,5.8,1,11.7,8,55,6.9,2,
1631,Mycah Pittman*,Utah,Pac-12,2,3,20,6.7,0,10,1,-2,-2,0,-1,4,18,4.5,0,
1632,Trey Sanders,Texas Christian,Big 12,12,5,20,4,0,1.7,48,176,3.7,6,14.7,53,196,3.7,6,
1633,Tyler Bradley,Navy,American,12,3,20,6.7,0,1.7,2,16,8,0,1.3,5,36,7.2,0,
1634,Zeed Haynes*,Georgia,SEC,3,1,20,20,0,6.7,0,0,,0,0,1,20,20,0,
1635,Alton McCaskill,Colorado,Pac-12,4,2,19,9.5,0,4.8,14,59,4.2,0,14.8,16,78,4.9,0,
1636,Anthony Smith*,North Carolina State,ACC,10,2,19,9.5,0,1.9,0,0,,0,0,2,19,9.5,0,
1637,Bryce Duke*,Virginia Tech,ACC,12,2,19,9.5,0,1.6,11,69,6.3,0,5.8,13,88,6.8,0,
1638,Cooper Flanagan*,Notre Dame,Ind,13,1,19,19,1,1.5,0,0,,0,0,1,19,19,1,
1639,Devin Roche*,Old Dominion,Sun Belt,5,4,19,4.8,0,3.8,32,182,5.7,0,36.4,36,201,5.6,0,
1640,Elijah Collins*,Oklahoma State,Big 12,10,2,19,9.5,0,1.9,30,142,4.7,2,14.2,32,161,5,2,
1641,Eric Holley*,Toledo,MAC,11,1,19,19,0,1.7,0,0,,0,0,1,19,19,0,
1642,Hayden Large*,Iowa,Big Ten,14,3,19,6.3,0,1.4,0,0,,0,0,3,19,6.3,0,
1643,Henry Rutledge,Charlotte,American,10,4,19,4.8,0,1.9,15,174,11.6,0,17.4,19,193,10.2,0,
1644,Ike Daniels*,Syracuse,ACC,4,3,19,6.3,0,4.8,18,103,5.7,0,25.8,21,122,5.8,0,
1645,Javorian Wimberly,Central Michigan,MAC,9,2,19,9.5,0,2.1,0,0,,0,0,2,19,9.5,0,
1646,Justin Stephens*,Toledo,MAC,2,1,19,19,0,9.5,0,0,,0,0,1,19,19,0,
1647,Max Bredeson*,Michigan,Big Ten,15,2,19,9.5,0,1.3,0,0,,0,0,2,19,9.5,0,
1648,Micah Tease*,Texas A&M,SEC,9,2,19,9.5,0,2.1,0,0,,0,0,2,19,9.5,0,
1649,Patrick Garwo*,Boston College,ACC,5,4,19,4.8,0,3.8,52,270,5.2,1,54,56,289,5.2,1,
1650,Ross Fournet,Florida International,CUSA,11,2,19,9.5,0,1.7,0,0,,0,0,2,19,9.5,0,
1651,Sean Brown*,Duke,ACC,2,2,19,9.5,0,9.5,0,0,,0,0,2,19,9.5,0,
1652,Seth Davis,Mississippi State,SEC,12,6,19,3.2,0,1.6,59,356,6,1,29.7,65,375,5.8,1,
1653,Sherod White,New Mexico,MWC,7,4,19,4.8,0,2.7,37,155,4.2,1,22.1,41,174,4.2,1,
1654,Taji Johnson*,Boston College,ACC,12,1,19,19,0,1.6,0,0,,0,0,1,19,19,0,
1655,Brooks Johnson*,Coastal Carolina,Sun Belt,4,1,18,18,0,4.5,0,0,,0,0,1,18,18,0,
1656,Charles Crawford,Sam Houston,CUSA,3,1,18,18,0,6,7,11,1.6,0,3.7,8,29,3.6,0,
1657,Dalen Cambre*,Louisiana,Sun Belt,13,1,18,18,0,1.4,0,0,,0,0,1,18,18,0,
1658,Davis Sherwood*,Notre Dame,Ind,13,2,18,9,1,1.4,0,0,,0,0,2,18,9,1,
1659,Donavyn Lester*,Nevada-Las Vegas,MWC,13,5,18,3.6,0,1.4,95,455,4.8,9,35,100,473,4.7,9,
1660,Everett Hunter,New Mexico,MWC,11,2,18,9,0,1.6,0,0,,0,0,2,18,9,0,
1661,Jelani Thurman*,Ohio State,Big Ten,5,2,18,9,0,3.6,0,0,,0,0,2,18,9,0,
1662,Jonathan Davidson,Baylor,Big 12,5,1,18,18,0,3.6,0,0,,0,0,1,18,18,0,
1663,Jymetre Hester,Florida Atlantic,American,9,4,18,4.5,0,2,0,0,,0,0,4,18,4.5,0,
1664,Mark-Antony Richards*,UCF,Big 12,13,3,18,6,0,1.4,8,33,4.1,1,2.5,11,51,4.6,1,
1665,Nate Burleson II,Nevada,MWC,3,2,18,9,0,6,0,0,,0,0,2,18,9,0,
1666,Peter Clarke,Temple,American,11,2,18,9,1,1.6,0,0,,0,0,2,18,9,1,
1667,Raleek Brown*,USC,Pac-12,2,3,18,6,0,9,3,16,5.3,1,8,6,34,5.7,1,
1668,Ryan Manning*,Maryland,Big Ten,1,2,18,9,0,18,0,0,,0,0,2,18,9,0,
1669,Ryland Goede,Mississippi State,SEC,11,1,18,18,0,1.6,0,0,,0,0,1,18,18,0,
1670,Trenton Bourguet,Arizona State,Pac-12,8,1,18,18,0,2.3,26,68,2.6,2,8.5,27,86,3.2,2,
1671,Treyaun Webb,Florida,SEC,11,4,18,4.5,0,1.6,26,163,6.3,2,14.8,30,181,6,2,
1672,Ze'Vian Capers*,Western Kentucky,CUSA,2,3,18,6,0,9,0,0,,0,0,3,18,6,0,
1673,Andre Greene Jr.*,North Carolina,ACC,6,2,17,8.5,0,2.8,0,0,,0,0,2,17,8.5,0,
1674,Antwan Roberts*,Marshall,Sun Belt,4,1,17,17,0,4.3,2,11,5.5,0,2.8,3,28,9.3,0,
1675,Braden Cassity*,Oklahoma State,Big 12,14,4,17,4.3,0,1.2,0,0,,0,0,4,17,4.3,0,
1676,Bryce Bailey,Middle Tennessee State,CUSA,11,3,17,5.7,1,1.5,0,0,,0,0,3,17,5.7,1,
1677,CJ Cole*,West Virginia,Big 12,13,2,17,8.5,0,1.3,0,0,,0,0,2,17,8.5,0,
1678,Cortez Braham*,West Virginia,Big 12,4,3,17,5.7,0,4.3,0,0,,0,0,3,17,5.7,0,
1679,Decoldest Crawford,Louisiana Tech,CUSA,11,2,17,8.5,0,1.5,0,0,,0,0,2,17,8.5,0,
1680,Demarcus Jones*,North Carolina State,ACC,8,1,17,17,0,2.1,5,-8,-1.6,1,-1,6,9,1.5,1,
1681,Drew Pyne,Arizona State,Pac-12,2,1,17,17,0,8.5,14,-49,-3.5,0,-24.5,15,-32,-2.1,0,
1682,Gunnar Greenwald*,South Florida,American,12,4,17,4.3,1,1.4,1,3,3,0,0.3,5,20,4,1,
1683,Hamp Greene*,Clemson,ACC,11,2,17,8.5,0,1.5,1,1,1,0,0.1,3,18,6,0,
1684,Justin Kimber,Louisiana-Monroe,Sun Belt,4,2,17,8.5,0,4.3,0,0,,0,0,2,17,8.5,0,
1685,Kellen Stewart,Middle Tennessee State,CUSA,9,3,17,5.7,0,1.9,1,1,1,0,0.1,4,18,4.5,0,
1686,Kris Byrd*,Georgia State,Sun Belt,3,2,17,8.5,0,5.7,0,0,,0,0,2,17,8.5,0,
1687,Sevion Morrison*,Kansas,Big 12,5,2,17,8.5,0,3.4,10,62,6.2,1,12.4,12,79,6.6,1,
1688,Shatavious Hogan,Central Michigan,MAC,2,1,17,17,0,8.5,0,0,,0,0,1,17,17,0,
1689,Taylor Spierto,Florida,SEC,12,2,17,8.5,0,1.4,0,0,,0,0,2,17,8.5,0,
1690,Trevor Stephens*,New Mexico State,CUSA,10,1,17,17,0,1.7,0,0,,0,0,1,17,17,0,
1691,Anthony Tyus III*,Northwestern,Big Ten,12,2,16,8,0,1.3,50,238,4.8,1,19.8,52,254,4.9,1,
1692,Artez Hooker,Florida International,CUSA,9,2,16,8,0,1.8,0,0,,0,0,2,16,8,0,
1693,Christian Abney,Ball State,MAC,7,3,16,5.3,0,2.3,0,0,,0,0,3,16,5.3,0,
1694,Christian Carter*,Memphis,American,5,2,16,8,1,3.2,0,0,,0,0,2,16,8,1,
1695,Colby McDonald*,Maryland,Big Ten,12,5,16,3.2,0,1.3,53,306,5.8,2,25.5,58,322,5.6,2,
1696,Dane Olson,Colorado State,MWC,12,1,16,16,0,1.3,0,0,,0,0,1,16,16,0,
1697,David Bailey*,Texas A&M,SEC,12,1,16,16,0,1.3,20,97,4.9,1,8.1,21,113,5.4,1,
1698,Drew Biber,Purdue,Big Ten,12,1,16,16,1,1.3,0,0,,0,0,1,16,16,1,
1699,Ezavier Staples*,UCLA,Pac-12,10,1,16,16,0,1.6,0,0,,0,0,1,16,16,0,
1700,Jack Reynolds,Charlotte,American,8,2,16,8,0,2,0,0,,0,0,2,16,8,0,
1701,Jacob Kaminski,Central Michigan,MAC,7,1,16,16,0,2.3,0,0,,0,0,1,16,16,0,
1702,Jacques Badolato-Birdsell,Nevada,MWC,9,2,16,8,0,1.8,37,93,2.5,1,10.3,39,109,2.8,1,
1703,Jaylen Thomas,Kent State,MAC,11,3,16,5.3,0,1.5,133,460,3.5,2,41.8,136,476,3.5,2,
1704,Jaylon Armstead,San Diego State,MWC,12,3,16,5.3,0,1.3,103,448,4.3,8,37.3,106,464,4.4,8,
1705,Jediyah Willoughby*,Toledo,MAC,4,1,16,16,0,4,0,0,,0,0,1,16,16,0,
1706,Jevyon Ducker*,Memphis,American,5,3,16,5.3,0,3.2,8,41,5.1,0,8.2,11,57,5.2,0,
1707,Julian Lopez,UTEP,CUSA,12,3,16,5.3,0,1.3,0,0,,0,0,3,16,5.3,0,
1708,Jutahn McClain*,Kentucky,SEC,11,3,16,5.3,0,1.5,26,138,5.3,1,12.5,29,154,5.3,1,
1709,Latrele Palmer*,James Madison,Sun Belt,9,2,16,8,0,1.8,33,132,4,1,14.7,35,148,4.2,1,
1710,Mac Markway*,LSU,SEC,12,3,16,5.3,1,1.3,0,0,,0,0,3,16,5.3,1,
1711,Maximus Webster,Ball State,MAC,12,5,16,3.2,1,1.3,0,0,,0,0,5,16,3.2,1,
1712,Mike Drennen*,Toledo,MAC,1,2,16,8,0,16,7,28,4,1,28,9,44,4.9,1,
1713,Sam Adams II*,Washington,Pac-12,10,2,16,8,0,1.6,10,23,2.3,1,2.3,12,39,3.3,1,
1714,Xavier Loyd*,Kansas State,Big 12,8,1,16,16,0,2,0,0,,0,0,1,16,16,0,
1715,Bryce Butler*,Ohio,MAC,13,3,15,5,1,1.2,0,0,,0,0,3,15,5,1,
1716,Bryson Graves*,Coastal Carolina,Sun Belt,13,2,15,7.5,0,1.2,4,16,4,0,1.2,6,31,5.2,0,
1717,Caleb Driskill*,Wyoming,MWC,13,2,15,7.5,1,1.2,0,0,,0,0,2,15,7.5,1,
1718,Caleb Williams*,USC,Pac-12,12,1,15,15,0,1.3,97,142,1.5,11,11.8,98,157,1.6,11,
1719,Charles Rogers*,San Jose State,MWC,13,2,15,7.5,1,1.2,0,0,,0,0,2,15,7.5,1,
1720,Donald Chaney Jr.*,Miami (FL),ACC,11,5,15,3,0,1.4,94,478,5.1,2,43.5,99,493,5,2,
1721,Freddie Brock*,Georgia State,Sun Belt,4,2,15,7.5,0,3.8,30,307,10.2,1,76.8,32,322,10.1,1,
1722,Jaren Randle*,UTSA,American,13,2,15,7.5,0,1.2,0,0,,0,0,2,15,7.5,0,
1723,Jaxson Dart*,Ole Miss,SEC,13,1,15,15,0,1.2,119,389,3.3,8,29.9,120,404,3.4,8,
1724,Jaylen Sargent*,Wyoming,MWC,7,1,15,15,0,2.1,0,0,,0,0,1,15,15,0,
1725,Johnathan Arceneaux*,Fresno State,MWC,4,2,15,7.5,0,3.8,6,18,3,0,4.5,8,33,4.1,0,
1726,Kameron Ingram*,UCF,Big 12,1,1,15,15,0,15,4,23,5.8,0,23,5,38,7.6,0,
1727,Matthew Klopfenstein,Baylor,Big 12,11,3,15,5,0,1.4,0,0,,0,0,3,15,5,0,
1728,Patrick Smith,Vanderbilt,SEC,11,4,15,3.8,0,1.4,79,327,4.1,2,29.7,83,342,4.1,2,
