Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards
375,Luke Carney,Syracuse,ACC,4,5,7,71.4,22,0,0,0,0,3.1,3.14,4.4,5.5,97.8,
376,Micah Ford,Stanford,ACC,9,0,1,0,0,0,0,0,0,0,0,,0,0,
377,Grant Page*,Southern Mississippi,Sun Belt,11,0,1,0,0,0,0,0,0,0,0,,0,0,
378,John White*,Southern Mississippi,Sun Belt,1,1,1,100,-1,0,0,0,0,-1,-1,-1,-1,91.6,
379,Chase Leon*,South Florida,American,13,0,1,0,0,0,0,1,100,0,-45,,0,-200,
380,Luke Doty,South Carolina,SEC,6,19,30,63.3,153,0,0,1,3.3,5.1,3.6,8.1,25.5,99.5,
381,Cutter Woods,South Carolina,SEC,3,8,11,72.7,69,0,0,1,9.1,6.3,2.18,8.6,23,107.2,
382,Brian Rowe Jr.,South Carolina,SEC,11,1,1,100,21,0,0,0,0,21,21,21,1.9,276.4,
383,Air Noland,South Carolina,SEC,2,2,3,66.7,13,0,0,0,0,4.3,4.33,6.5,6.5,103.1,
384,Mason Love,South Carolina,SEC,12,1,2,50,10,0,0,1,50,5,-17.5,10,0.8,-8,
385,Charlie Fiser*,SMU,ACC,2,4,4,100,30,0,0,0,0,7.5,7.5,7.5,15,163,
386,Ty Hawkins*,SMU,ACC,5,1,1,100,9,0,0,0,0,9,9,9,1.8,175.6,
387,Romello Brinson*,SMU,ACC,12,0,1,0,0,0,0,0,0,0,0,,0,0,
388,Tama Amisone,San Jose State,MWC,8,26,50,52,205,0,0,3,6,4.1,1.4,7.9,25.6,74.4,
389,Trent Ward,San Jose State,MWC,3,12,32,37.5,116,0,0,4,12.5,3.6,-2,9.7,38.7,43,
390,Robert McDaniel,San Jose State,MWC,3,3,11,27.3,19,0,0,1,9.1,1.7,-2.36,6.3,6.3,23.6,
391,Bert Emanuel Jr.*,San Diego State,MWC,11,9,16,56.3,74,0,0,0,0,4.6,4.63,8.2,6.7,95.1,
392,Jordan Napier*,San Diego State,MWC,10,0,1,0,0,0,0,0,0,0,0,,0,0,
393,DJ Bailey,Sam Houston,CUSA,1,2,3,66.7,42,0,0,0,0,14,14,21,42,184.3,
394,Nico Ottomanelli,Sam Houston,CUSA,11,0,1,0,0,0,0,0,0,0,0,,0,0,
395,Sean Ashenfelder,Rutgers,Big Ten,1,1,1,100,11,0,0,0,0,11,11,11,11,192.4,
396,Lucas Scheerhorn*,Rice,American,3,9,13,69.2,40,0,0,0,0,3.1,3.08,4.4,13.3,95.1,
397,Quinton Jackson*,Rice,American,13,3,3,100,8,0,0,0,0,2.7,2.67,2.7,0.6,122.4,
398,Bryce Yates*,Pitt,ACC,11,0,1,0,0,0,0,0,0,0,0,,0,0,
399,Liam Clifford*,Penn State,Big Ten,12,0,2,0,0,0,0,0,0,0,0,,0,0,
400,Trent Walker,Oregon State,Ind,12,1,2,50,17,0,0,0,0,8.5,8.5,17,1.4,121.4,
401,Luke Moga*,Oregon,Big Ten,3,3,5,60,58,0,0,0,0,11.6,11.6,19.3,19.3,157.4,
402,Austin Novosad*,Oregon,Big Ten,1,1,2,50,40,0,0,0,0,20,20,40,40,218,
403,James Ferguson-Reynolds*,Oregon,Big Ten,15,1,1,100,11,0,0,0,0,11,11,11,0.7,192.4,
404,AJ Maddox*,Ole Miss,SEC,2,1,1,100,19,0,0,0,0,19,19,19,9.5,259.6,
405,Quinn Henicle*,Old Dominion,Sun Belt,9,17,40,42.5,184,0,0,0,0,4.6,4.6,10.8,20.4,81.1,
406,Na'eem Abdul-Rahim Gladding*,Old Dominion,Sun Belt,13,1,1,100,5,0,0,0,0,5,5,5,0.4,142,
407,Ryan Huff*,Old Dominion,Sun Belt,1,0,1,0,0,0,0,0,0,0,0,,0,0,
408,Trent Howland,Oklahoma State,Big 12,11,1,2,50,13,0,0,1,50,6.5,-16,13,1.2,4.6,
409,Banks Bowen,Oklahoma State,Big 12,3,3,5,60,4,0,0,0,0,0.8,0.8,1.3,1.3,66.7,
410,Gavin Freeman,Oklahoma State,Big 12,12,0,1,0,0,0,0,0,0,0,0,,0,0,
411,Javonnie Gibson,Oklahoma,SEC,9,1,1,100,8,0,0,0,0,8,8,8,0.9,167.2,
412,Whitt Newbauer,Oklahoma,SEC,3,2,4,50,6,0,0,0,0,1.5,1.5,3,2,62.6,
413,Brandon Inniss,Ohio State,Big Ten,14,1,1,100,6,0,0,0,0,6,6,6,0.4,150.4,
414,Tavien St. Clair,Ohio State,Big Ten,1,0,2,0,0,0,0,0,0,0,0,,0,0,
415,Nick Poulos*,Ohio,MAC,4,4,8,50,19,0,0,0,0,2.4,2.38,4.8,4.8,70,
416,Kenny Minchey,Notre Dame,Ind,6,20,26,76.9,196,0,0,0,0,7.5,7.54,9.8,32.7,140.2,
417,Jordan Faison,Notre Dame,Ind,12,1,1,100,40,0,0,0,0,40,40,40,3.3,436,
418,Ryan Boe*,Northwestern,Big Ten,7,2,7,28.6,17,0,0,1,14.3,2.4,-4,8.5,2.4,20.4,
419,Frank Covey IV*,Northwestern,Big Ten,12,0,1,0,0,0,0,0,0,0,0,,0,0,
420,Jackson Proctor,Northern Illinois,MAC,1,2,6,33.3,8,0,0,0,0,1.3,1.33,4,8,44.5,
421,Reese Poffenbarger*,North Texas,American,2,5,7,71.4,36,0,0,0,0,5.1,5.14,7.2,18,114.6,
422,Ashton Gray*,North Texas,American,12,0,1,0,0,0,0,0,0,0,0,,0,0,
423,Lex Thomas*,North Carolina State,ACC,2,2,7,28.6,18,0,0,0,0,2.6,2.57,9,9,50.2,
424,Will Wilson*,North Carolina State,ACC,11,3,5,60,16,0,0,1,20,3.2,-5.8,5.3,1.5,46.9,
425,Daylan Smothers*,North Carolina State,ACC,11,1,1,100,-4,0,0,0,0,-4,-4,-4,-0.4,66.4,
426,Jordan Shipp,North Carolina,ACC,12,0,1,0,0,0,0,0,0,0,0,,0,0,
427,Parker Awad,New Mexico State,CUSA,1,0,3,0,0,0,0,0,0,0,0,,0,0,
428,Jaxton Eck*,New Mexico,MWC,13,1,1,100,30,0,0,0,0,30,30,30,2.3,352,
429,Alex Orji*,Nevada-Las Vegas,MWC,3,3,3,100,37,0,0,0,0,12.3,12.33,12.3,12.3,203.6,
430,Cameron Friel*,Nevada-Las Vegas,MWC,3,0,2,0,0,0,0,0,0,0,0,,0,0,
431,Marcus Bellon,Nevada,MWC,10,0,2,0,0,0,0,0,0,0,0,,0,0,
432,Jalyn Gramstad*,Nebraska,Big Ten,2,5,5,100,16,0,0,0,0,3.2,3.2,3.2,8,126.9,
433,Braxton Woodson*,Navy,American,10,9,19,47.4,110,0,0,0,0,5.8,5.79,12.2,11,96,
434,Eli Heidenreich*,Navy,American,13,0,1,0,0,0,0,0,0,0,0,,0,0,
435,Jackson Gutierrez*,Navy,American,10,0,2,0,0,0,0,0,0,0,0,,0,0,
436,Reggie Branch II*,Missouri State,CUSA,4,1,1,100,29,0,0,0,0,29,29,29,7.3,343.6,
437,Cole Feuerbacher*,Missouri State,CUSA,2,6,8,75,28,0,0,0,0,3.5,3.5,4.7,14,104.4,
438,Jmariyae Robinson*,Missouri State,CUSA,12,0,1,0,0,0,0,0,0,0,0,,0,0,
439,Brett Brown*,Missouri,SEC,2,0,1,0,0,0,0,0,0,0,0,,0,0,
440,Tommy Lock*,Missouri,SEC,1,0,1,0,0,0,0,0,0,0,0,,0,0,
441,Luke Kromenhoek*,Mississippi State,SEC,3,5,9,55.6,73,0,0,0,0,8.1,8.11,14.6,24.3,123.7,
442,Dylan Wittke*,Minnesota,Big Ten,1,1,3,33.3,7,0,0,1,33.3,2.3,-12.67,7,7,-13.7,
443,Muaaz Byard,Middle Tennessee State,CUSA,8,1,1,100,27,0,0,0,0,27,27,27,3.4,326.8,
444,Stanley Anderson-Lofton,Middle Tennessee State,CUSA,1,1,1,100,11,0,0,0,0,11,11,11,11,192.4,
445,AJ Jones,Middle Tennessee State,CUSA,12,0,1,0,0,0,0,0,0,0,0,,0,0,
446,Ashton Logan,Middle Tennessee State,CUSA,12,0,1,0,0,0,0,0,0,0,0,,0,0,
447,Omari Kelly,Michigan State,Big Ten,12,1,2,50,13,0,0,0,0,6.5,6.5,13,1.1,104.6,
448,Donaven McCulley*,Michigan,Big Ten,13,0,1,0,0,0,0,0,0,0,0,,0,0,
449,Jadyn Davis*,Michigan,Big Ten,3,0,2,0,0,0,0,1,50,0,-22.5,,0,-100,
450,Semaj Morgan*,Michigan,Big Ten,11,0,2,0,0,0,0,0,0,0,0,,0,0,
451,Carter Holden*,Miami (OH),MAC,4,0,1,0,0,0,0,1,100,0,-45,,0,-200,
452,Lynel Billups-Williams*,Miami (OH),MAC,14,0,1,0,0,0,0,0,0,0,0,,0,0,
453,Emory Williams*,Miami (FL),ACC,5,13,19,68.4,156,0,0,0,0,8.2,8.21,12,31.2,137.4,
454,Luke Nickel*,Miami (FL),ACC,1,0,1,0,0,0,0,0,0,0,0,,0,0,
455,Mark Fletcher Jr.*,Miami (FL),ACC,14,0,1,0,0,0,0,0,0,0,0,,0,0,
456,Arrington Maiden*,Memphis,American,7,5,10,50,59,0,0,0,0,5.9,5.9,11.8,8.4,99.6,
457,Brady Kluse*,Memphis,American,13,1,1,100,14,0,0,0,0,14,14,14,1.1,217.6,
458,C.J. Smith*,Memphis,American,12,0,1,0,0,0,0,1,100,0,-45,,0,-200,
459,Jacquon Gibson,Massachusetts,MAC,10,1,1,100,5,0,0,0,0,5,5,5,0.5,142,
460,Octavian Smith Jr.,Maryland,Big Ten,12,0,1,0,0,0,0,0,0,0,0,,0,0,
461,JacQai Long,Marshall,Sun Belt,5,6,18,33.3,31,0,0,0,0,1.7,1.72,5.2,6.2,47.8,
462,Nathan Totten,Marshall,Sun Belt,12,1,1,100,12,0,0,0,0,12,12,12,1,200.8,
463,Adrian Norton,Marshall,Sun Belt,12,0,1,0,0,0,0,0,0,0,0,,0,0,
464,Zavion Thomas*,LSU,SEC,13,2,3,66.7,33,0,0,0,0,11,11,16.5,2.5,159.1,
465,Ju'Juan Johnson*,LSU,SEC,13,1,1,100,14,0,0,0,0,14,14,14,1.1,217.6,
466,Duece Adams*,Louisville,ACC,6,15,21,71.4,112,0,0,0,0,5.3,5.33,7.5,18.7,116.2,
467,Evan Bullock*,Louisiana Tech,CUSA,5,26,46,56.5,243,0,0,2,4.3,5.3,3.33,9.3,48.6,92.2,
468,Andrew Burnette*,Louisiana Tech,CUSA,13,0,1,0,0,0,0,1,100,0,-45,,0,-200,
469,Clay Thevenin*,Louisiana Tech,CUSA,13,0,1,0,0,0,0,0,0,0,0,,0,0,
470,John Hoyet Chance*,Louisiana Tech,CUSA,13,0,1,0,0,0,0,0,0,0,0,,0,0,
471,Luke Watkins*,Louisiana Tech,CUSA,10,1,1,100,-5,0,0,0,0,-5,-5,-5,-0.5,58,
472,Walker Howard*,Louisiana,Sun Belt,6,18,41,43.9,155,0,0,3,7.3,3.8,0.49,8.6,25.8,61,
473,Jayden Bradford,Liberty,CUSA,1,1,1,100,18,0,0,0,0,18,18,18,18,251.2,
474,Ethan Houck,Liberty,CUSA,2,1,6,16.7,17,0,0,1,16.7,2.8,-4.67,17,8.5,7.1,
475,Zach Calzada,Kentucky,SEC,3,28,58,48.3,238,0,0,2,3.4,4.1,2.55,8.5,79.3,75.8,
476,Brennen Ward,Kentucky,SEC,1,3,6,50,25,0,0,0,0,4.2,4.17,8.3,25,85,
477,Kendrick Law,Kentucky,SEC,12,0,1,0,0,0,0,0,0,0,0,,0,0,
478,Devin Kargman,Kent State,MAC,3,8,17,47.1,74,0,0,1,5.9,4.4,1.71,9.3,24.7,71.9,
479,Deante Ruffin,Kent State,MAC,1,2,3,66.7,44,0,0,0,0,14.7,14.67,22,44,189.9,
480,Nolan Good,Kent State,MAC,2,5,10,50,38,0,0,0,0,3.8,3.8,7.6,19,81.9,
481,Sebastian Brown,Kent State,MAC,12,0,1,0,0,0,0,1,100,0,-45,,0,-200,
482,Tommy Ulatowski*,Kennesaw State,CUSA,3,3,5,60,9,0,0,0,0,1.8,1.8,3,3,75.1,
483,Linkon Cure,Kansas State,Big 12,9,0,1,0,0,0,0,1,100,0,-45,,0,-200,
484,Isaiah Marshall,Kansas,Big 12,9,3,3,100,28,0,0,0,0,9.3,9.33,9.3,3.1,178.4,
485,Nick DeGennaro,James Madison,Sun Belt,14,1,1,100,50,0,0,0,0,50,50,50,3.6,520,
486,Isaiah Alston,James Madison,Sun Belt,12,0,1,0,0,0,0,0,0,0,0,,0,0,
487,JC Evans,James Madison,Sun Belt,3,0,2,0,0,0,0,0,0,0,0,,0,0,
488,Gabe Glover*,Jacksonville State,CUSA,13,1,1,100,18,0,0,0,0,18,18,18,1.4,251.2,
489,Cade Backe*,Jacksonville State,CUSA,12,1,1,100,5,0,0,0,0,5,5,5,0.4,142,
490,Cade Cunningham*,Jacksonville State,CUSA,7,0,2,0,0,0,0,0,0,0,0,,0,0,
491,Justus Savage*,Jacksonville State,CUSA,6,0,1,0,0,0,0,0,0,0,0,,0,0,
492,Benjamin Brahmer,Iowa State,Big 12,12,1,1,100,45,0,0,0,0,45,45,45,3.8,478,
493,Alex Manske,Iowa State,Big 12,3,4,5,80,28,0,0,0,0,5.6,5.6,7,9.3,127,
494,Connor Moberly,Iowa State,Big 12,2,0,1,0,0,0,0,0,0,0,0,,0,0,
495,Jeremy Hecklinski*,Iowa,Big Ten,2,2,2,100,8,0,0,0,0,4,4,4,4,133.6,
496,Grant Wilson*,Indiana,Big Ten,3,1,1,100,5,0,0,0,0,5,5,5,1.7,142,
497,Ethan Hampton*,Illinois,Big Ten,4,3,4,75,27,0,0,1,25,6.8,-4.5,9,6.8,81.7,
498,Tama Uiliata*,Hawaii,MWC,13,1,2,50,34,0,0,0,0,17,17,34,2.6,192.8,
499,Dermaricus Davis*,Hawaii,MWC,7,1,3,33.3,10,0,0,0,0,3.3,3.33,10,1.4,61.3,
500,Marshall Nichols*,Georgia Tech,ACC,13,1,1,100,5,0,0,0,0,5,5,5,0.4,142,
501,Dalen Cobb*,Georgia Southern,Sun Belt,12,1,2,50,44,0,0,1,50,22,-0.5,44,3.7,134.8,
502,Landon Roldan,Georgia,SEC,9,1,1,100,16,0,0,0,0,16,16,16,1.8,234.4,
503,Ryan Montgomery,Georgia,SEC,1,1,1,100,12,0,0,0,0,12,12,12,12,200.8,
504,Dillon Bell,Georgia,SEC,14,0,2,0,0,0,0,0,0,0,0,,0,0,
505,Michael Grant,Florida State,ACC,1,1,1,100,14,0,0,0,0,14,14,14,14,217.6,
506,Jaylen King,Florida State,ACC,1,0,1,0,0,0,0,0,0,0,0,,0,0,
507,Clayton Dees*,Florida International,CUSA,2,3,4,75,25,0,0,0,0,6.3,6.25,8.3,12.5,127.5,
508,Dallas Payne*,Florida International,CUSA,12,1,1,100,12,0,0,0,0,12,12,12,1,200.8,
509,JoJo Stone*,Florida International,CUSA,13,0,1,0,0,0,0,0,0,0,0,,0,0,
510,Jordan Magwood,Florida Atlantic,American,2,7,9,77.8,63,0,0,0,0,7,7,9,31.5,136.6,
511,Carson Cruver,Florida Atlantic,American,1,0,2,0,0,0,0,0,0,0,0,,0,0,
512,Michael Valentino,Florida Atlantic,American,1,0,1,0,0,0,0,0,0,0,0,,0,0,
513,Terry Lockett Jr.,Eastern Michigan,MAC,5,0,1,0,0,0,0,0,0,0,0,,0,0,
514,Ryan Leavy*,East Carolina,American,13,1,1,100,17,0,0,0,0,17,17,17,1.3,242.8,
515,Mike Wright*,East Carolina,American,12,3,7,42.9,13,0,0,0,0,1.9,1.86,4.3,1.1,58.5,
516,Henry Belvin IV*,Duke,ACC,5,2,5,40,22,0,0,0,0,4.4,4.4,11,4.4,77,
517,Sean Brown*,Duke,ACC,14,0,1,0,0,0,0,0,0,0,0,,0,0,
518,Zach Marker*,Delaware,CUSA,1,3,8,37.5,21,0,0,0,0,2.6,2.63,7,21,59.6,
519,Ksaan Farrar*,Connecticut,Ind,2,11,18,61.1,84,0,0,0,0,4.7,4.67,7.6,42,100.3,
520,Tucker McDonald*,Connecticut,Ind,2,1,3,33.3,45,0,0,0,0,15,15,45,22.5,159.3,
521,Terrence Smith*,Connecticut,Ind,13,0,1,0,0,0,0,0,0,0,0,,0,0,
522,Keyonta Lanier,Colorado State,MWC,12,1,1,100,9,0,0,0,0,9,9,9,0.8,175.6,
523,Bryan Hansen,Colorado State,MWC,12,0,1,0,0,0,0,0,0,0,0,,0,0,
524,Tahj Bullock,Colorado State,MWC,7,0,1,0,0,0,0,0,0,0,0,,0,0,
525,Colton Allen,Colorado,Big 12,1,1,1,100,4,0,0,0,0,4,4,4,4,133.6,
526,Dominiq Ponder,Colorado,Big 12,2,0,1,0,0,0,0,0,0,0,0,,0,0,
527,Joseph Williams,Colorado,Big 12,10,0,1,0,0,0,0,0,0,0,0,,0,0,
528,Emile Sebafundi*,Coastal Carolina,Sun Belt,13,1,1,100,2,0,0,0,0,2,2,2,0.2,116.8,
529,Trent Pearman*,Clemson,ACC,2,2,5,40,35,0,0,0,0,7,7,17.5,17.5,98.8,
530,Jack Smith*,Clemson,ACC,13,0,1,0,0,0,0,0,0,0,0,,0,0,
531,Jadyn Glasser*,Central Michigan,MAC,2,7,9,77.8,78,0,0,0,0,8.7,8.67,11.1,39,150.6,
532,Ethan Lane*,Central Michigan,MAC,2,1,3,33.3,10,0,0,0,0,3.3,3.33,10,5,61.3,
533,Jacob De Jesus*,California,ACC,13,1,2,50,27,0,0,0,0,13.5,13.5,27,2.1,163.4,
534,McCae Hillstead*,BYU,Big 12,5,4,5,80,33,0,0,0,0,6.6,6.6,8.3,6.6,135.4,
535,Parker Kingston*,BYU,Big 12,14,1,6,16.7,22,0,0,0,0,3.7,3.67,22,1.6,47.5,
536,Treyson Bourguet*,BYU,Big 12,1,1,2,50,8,0,0,0,0,4,4,8,8,83.6,
537,Enoch Nawahine*,BYU,Big 12,10,1,1,100,4,0,0,0,0,4,4,4,0.4,133.6,
538,Sam Vander Haar*,BYU,Big 12,14,0,1,0,0,0,0,0,0,0,0,,0,0,
539,Cameron Bates*,Boise State,MWC,14,1,1,100,15,0,0,0,0,15,15,15,1.1,226,
540,Nate Bennett,Baylor,Big 12,2,5,7,71.4,34,0,0,0,0,4.9,4.86,6.8,17,112.2,
541,Ty Robinson,Ball State,MAC,10,2,3,66.7,77,0,0,0,0,25.7,25.67,38.5,7.7,282.3,
542,Aiden Leffler,Ball State,MAC,3,0,1,0,0,0,0,0,0,0,0,,0,0,
543,Eric Singleton Jr.,Auburn,SEC,12,0,1,0,0,0,0,0,0,0,0,,0,0,
544,Noah Short*,Army,American,13,2,2,100,84,0,0,0,0,42,42,42,6.5,452.8,
545,Trever Jackson,Arkansas,SEC,1,0,1,0,0,0,0,0,0,0,0,,0,0,
546,Kanyon Floyd*,Arizona State,Big 12,13,1,1,100,19,0,0,0,0,19,19,19,1.5,259.6,
547,Jordyn Tyson*,Arizona State,Big 12,9,0,1,0,0,0,0,0,0,0,0,,0,0,
548,Braedyn Locke*,Arizona,Big 12,4,5,15,33.3,68,0,0,1,6.7,4.5,1.53,13.6,17,58.1,
549,Mason Bray*,Arizona,Big 12,1,1,2,50,22,0,0,0,0,11,11,22,22,142.4,
550,Javin Whatley*,Arizona,Big 12,13,0,1,0,0,0,0,1,100,0,-45,,0,-200,
551,Noah Gillon*,Appalachian State,Sun Belt,4,17,39,43.6,175,0,0,2,5.1,4.5,2.18,10.3,43.8,71,
552,Matthew Wilson*,Appalachian State,Sun Belt,1,12,22,54.5,128,0,0,2,9.1,5.8,1.73,10.7,128,85.2,
553,Ian Ratliff*,Appalachian State,Sun Belt,13,1,1,100,23,0,0,0,0,23,23,23,1.8,293.2,
554,DJ Burks*,Appalachian State,Sun Belt,13,0,1,0,0,0,0,0,0,0,0,,0,0,
555,Germie Bernard,Alabama,SEC,14,2,2,100,15,0,0,0,0,7.5,7.5,7.5,1.1,163,
556,Daniel Hill,Alabama,SEC,14,1,1,100,0,0,0,0,0,0,0,0,0,100,
557,Brayden Roggow,Akron,MAC,3,11,17,64.7,91,0,0,0,0,5.4,5.35,8.3,30.3,109.7,
558,Kemper Hodges,Air Force,MWC,7,6,14,42.9,74,0,0,0,0,5.3,5.29,12.3,10.6,87.3,
559,Quin Smith,Air Force,MWC,10,0,1,0,0,0,0,0,0,0,0,,0,0,
