Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards
444,Jordan Jones*,Cincinnati,American,5,1,1,100,5,1,100,0,0,5,25,5,1,472,
445,Trae Hall,New Mexico,MWC,8,1,2,50,5,0,0,0,0,2.5,2.5,5,0.6,71,
446,Zachary Stevens*,Coastal Carolina,Sun Belt,1,1,1,100,5,1,100,0,0,5,25,5,5,472,
447,Demetrius Knight,Georgia Tech,ACC,6,1,1,100,4,0,0,0,0,4,4,4,0.7,133.6,
448,Demetrius Knight II,Georgia Tech,ACC,12,1,1,100,4,0,0,0,0,4,4,4,0.3,133.6,
449,Kalil Pimpleton*,Central Michigan,MAC,13,1,2,50,4,0,0,0,0,2,2,4,0.3,66.8,
450,Parker Navarro*,UCF,American,5,1,2,50,4,0,0,0,0,2,2,4,0.8,66.8,
451,Clint Ratkovich*,Northern Illinois,MAC,14,1,1,100,3,0,0,0,0,3,3,3,0.2,125.2,
452,Dajon Richard,Southern Mississippi,CUSA,11,1,1,100,3,0,0,0,0,3,3,3,0.3,125.2,
453,JaCobian Morgan,Syracuse,ACC,2,1,1,100,3,0,0,0,0,3,3,3,1.5,125.2,
454,Tayvion Robinson*,Virginia Tech,ACC,12,1,1,100,3,1,100,0,0,3,23,3,0.3,455.2,
455,Tory Taylor*,Iowa,Big Ten,14,1,1,100,3,0,0,0,0,3,3,3,0.2,125.2,
456,Clay Millen*,Nevada,MWC,2,1,2,50,2,0,0,0,0,1,1,2,1,58.4,
457,Derek Green,SMU,American,12,2,5,40,2,0,0,0,0,0.4,0.4,1,0.2,43.4,
458,Deuce Hogan*,Iowa,Big Ten,1,1,1,100,2,0,0,0,0,2,2,2,2,116.8,
459,Mikele Colasurdo*,Georgia State,Sun Belt,11,2,2,100,2,0,0,0,0,1,1,1,0.2,108.4,
460,Roschon Johnson,Texas,Big 12,12,1,1,100,2,0,0,0,0,2,2,2,0.2,116.8,
461,Will Shipley*,Clemson,ACC,10,1,1,100,2,1,100,0,0,2,22,2,0.2,446.8,
462,Isiah Pacheco*,Rutgers,Big Ten,12,1,1,100,1,0,0,0,0,1,1,1,0.1,108.4,
463,Patrick O'Brien,Washington,Pac-12,2,1,3,33.3,1,0,0,0,0,0.3,0.33,1,0.5,36.1,
464,A.J. Davis*,UAB,CUSA,11,0,1,0,0,0,0,0,0,0,0,,0,0,
465,Amad Anderson Jr.,Temple,American,11,0,1,0,0,0,0,1,100,0,-45,,0,-200,
466,Andrew Erickson,New Mexico,MWC,11,0,2,0,0,0,0,0,0,0,0,,0,0,
467,Behren Morton*,Texas Tech,Big 12,2,1,3,33.3,0,0,0,0,0,0,0,0,0,33.3,
468,Brock Vandagriff*,Georgia,SEC,2,0,1,0,0,0,0,0,0,0,0,,0,0,
469,Cade Ballard*,Army,Ind,3,0,2,0,0,0,0,1,50,0,-22.5,,0,-100,
470,Caleb Griffin,Illinois,Big Ten,2,0,1,0,0,0,0,0,0,0,0,,0,0,
471,Calvin Turner,Hawaii,MWC,13,0,1,0,0,0,0,0,0,0,0,,0,0,
472,Casey Washington,Illinois,Big Ten,12,0,2,0,0,0,0,0,0,0,0,,0,0,
473,Chance Luper*,Missouri,SEC,8,0,1,0,0,0,0,0,0,0,0,,0,0,
474,Dane Kinamon*,Air Force,MWC,12,0,1,0,0,0,0,1,100,0,-45,,0,-200,
475,Davis Koetter,Boise State,MWC,11,0,1,0,0,0,0,0,0,0,0,,0,0,
476,De'Vion Warren*,Arkansas,SEC,13,0,2,0,0,0,0,0,0,0,0,,0,0,
477,Devonte Lee*,Nevada,MWC,13,0,1,0,0,0,0,0,0,0,0,,0,0,
478,Devyn McCormick,Louisiana-Monroe,Sun Belt,12,0,1,0,0,0,0,0,0,0,0,,0,0,
479,Drew Cassens*,Northern Illinois,MAC,10,0,1,0,0,0,0,0,0,0,0,,0,0,
480,Gavin Williams*,Iowa,Big Ten,14,0,1,0,0,0,0,0,0,0,0,,0,0,
481,Ira Armstead,Virginia,ACC,9,0,2,0,0,0,0,0,0,0,0,,0,0,
482,Isaiah Williams,Illinois,Big Ten,12,0,1,0,0,0,0,0,0,0,0,,0,0,
483,Isiah Cox,Ohio,MAC,10,0,1,0,0,0,0,0,0,0,0,,0,0,
484,Jack Albers*,Purdue,Big Ten,13,0,1,0,0,0,0,1,100,0,-45,,0,-200,
485,Jackson Anthrop*,Purdue,Big Ten,13,0,1,0,0,0,0,0,0,0,0,,0,0,
486,Jaden Walley*,Mississippi State,SEC,13,0,1,0,0,0,0,0,0,0,0,,0,0,
487,Jaedyn McKinstry,Bowling Green,MAC,12,0,2,0,0,0,0,1,50,0,-22.5,,0,-100,
488,Jakarius Caston,Southern Mississippi,CUSA,12,0,1,0,0,0,0,0,0,0,0,,0,0,
489,Jake Smithhart,Southern Mississippi,CUSA,2,0,1,0,0,0,0,0,0,0,0,,0,0,
490,Jalen McMillan,Washington,Pac-12,11,0,1,0,0,0,0,0,0,0,0,,0,0,
491,Jared Sparks,Louisiana-Monroe,Sun Belt,11,0,1,0,0,0,0,0,0,0,0,,0,0,
492,Jason Goldstein,Southern Mississippi,CUSA,3,0,1,0,0,0,0,1,100,0,-45,,0,-200,
493,Je'Quan Burton,Florida Atlantic,CUSA,12,0,1,0,0,0,0,0,0,0,0,,0,0,
494,John Paul Richardson*,Oklahoma State,Big 12,10,0,1,0,0,0,0,0,0,0,0,,0,0,
495,John Stephen Jones*,Arkansas,SEC,2,0,1,0,0,0,0,0,0,0,0,,0,0,
496,Jordan Burch*,South Carolina,SEC,13,0,1,0,0,0,0,1,100,0,-45,,0,-200,
497,Kaylon Geiger*,Texas Tech,Big 12,13,0,2,0,0,0,0,1,50,0,-22.5,,0,-100,
498,Khalil Shakir,Boise State,MWC,12,0,1,0,0,0,0,1,100,0,-45,,0,-200,
499,Konata Mumpfield,Akron,MAC,12,0,1,0,0,0,0,0,0,0,0,,0,0,
500,Kyle Monangai*,Rutgers,Big Ten,11,0,1,0,0,0,0,0,0,0,0,,0,0,
