Rk,Player,Team,Conf,G,Receiving_Rec,Receiving_Yds,Receiving_Yards_Per_Rec,Receiving_TD,Receiving_Yards_Per_Game,Rushing_Att,Rushing_Yds,Rushing_Yards_Per_Att,Rushing_TD,Rushing_Yards_Per_Game,Scrimmage_Plays,Scrimmage_Yds,Scrimmage_Yards_Per_Play,Scrimmage_TD,Awards
1638,Shane King*,Southern Mississippi,Sun Belt,4,2,24,12,0,6,0,0,,0,0,2,24,12,0,
1639,TJ West,Texas Tech,Big 12,6,3,24,8,0,4,0,0,,0,0,3,24,8,0,
1640,Adam Hopkins,Charlotte,American,4,1,23,23,0,5.8,0,0,,0,0,1,23,23,0,
1641,Ademola Faleye*,Washington State,Ind,13,4,23,5.8,1,1.8,0,0,,0,0,4,23,5.8,1,
1642,Cam Porter*,Northwestern,Big Ten,2,3,23,7.7,0,11.5,18,137,7.6,1,68.5,21,160,7.6,1,
1643,Colton Phares*,Appalachian State,Sun Belt,13,1,23,23,0,1.8,0,0,,0,0,1,23,23,0,
1644,Dillon Lorick*,East Carolina,American,5,2,23,11.5,1,4.6,0,0,,0,0,2,23,11.5,1,
1645,Ethan Ervin,Florida Atlantic,American,4,5,23,4.6,0,5.8,9,25,2.8,0,6.3,14,48,3.4,0,
1646,Jack Van Dorselaer*,Tennessee,SEC,13,5,23,4.6,1,1.8,0,0,,0,0,5,23,4.6,1,
1647,Jake Norris*,Navy,American,12,1,23,23,0,1.9,0,0,,0,0,1,23,23,0,
1648,James Johnson*,USC,Big Ten,5,5,23,4.6,0,4.6,2,-5,-2.5,0,-1,7,18,2.6,0,
1649,Juwuan Price,Massachusetts,MAC,12,5,23,4.6,0,1.9,26,101,3.9,0,8.4,31,124,4,0,
1650,Peyton Jones*,Duke,ACC,4,3,23,7.7,0,5.8,10,34,3.4,1,8.5,13,57,4.4,1,
1651,Reis Stocksdale,Bowling Green,MAC,11,4,23,5.8,0,2.1,0,0,,0,0,4,23,5.8,0,
1652,Thomas Blackshear,Georgia,SEC,3,2,23,11.5,0,7.7,0,0,,0,0,2,23,11.5,0,
1653,Ahmad Hardy*,Missouri,SEC,13,6,22,3.7,0,1.7,256,1649,6.4,16,126.8,262,1671,6.4,16,AA
1654,Anthony Wilhite*,Arizona,Big 12,3,1,22,22,0,7.3,5,22,4.4,0,7.3,6,44,7.3,0,
1655,Branson Robinson,Georgia State,Sun Belt,12,5,22,4.4,0,1.8,46,152,3.3,1,12.7,51,174,3.4,1,
1656,Brody Dalton,Alabama,SEC,14,3,22,7.3,0,1.6,0,0,,0,0,3,22,7.3,0,
1657,Cole Tabb,Stanford,ACC,11,4,22,5.5,0,2,114,445,3.9,3,40.5,118,467,4,3,
1658,Destyn Hill*,LSU,SEC,9,2,22,11,0,2.4,0,0,,0,0,2,22,11,0,
1659,Eli Jacon-Duffy,Bowling Green,MAC,12,1,22,22,0,1.8,0,0,,0,0,1,22,22,0,
1660,Frank Covey IV*,Northwestern,Big Ten,12,2,22,11,0,1.8,0,0,,0,0,2,22,11,0,
1661,Jordan Lyle*,Miami (FL),ACC,6,3,22,7.3,0,3.7,35,108,3.1,1,18,38,130,3.4,1,
1662,Jordan McIntyre,Colorado State,MWC,12,3,22,7.3,0,1.8,0,0,,0,0,3,22,7.3,0,
1663,Kason Stokes,Middle Tennessee State,CUSA,11,3,22,7.3,0,2,1,14,14,0,1.3,4,36,9,0,
1664,Marcus Torres,UTEP,CUSA,9,4,22,5.5,0,2.4,0,0,,0,0,4,22,5.5,0,
1665,Oran Singleton,West Virginia,Big 12,4,4,22,5.5,0,5.5,4,34,8.5,0,8.5,8,56,7,0,
1666,Ryan McConnell,Colorado State,MWC,10,2,22,11,0,2.2,0,0,,0,0,2,22,11,0,
1667,Scottre Humphrey*,New Mexico,MWC,13,3,22,7.3,1,1.7,77,349,4.5,5,26.8,80,371,4.6,6,
1668,Tayvion Galloway,Middle Tennessee State,CUSA,12,2,22,11,0,1.8,0,0,,0,0,2,22,11,0,
1669,AJ Johnson,UAB,American,6,1,21,21,0,3.5,0,0,,0,0,1,21,21,0,
1670,Amari Daniels,Texas A&M,SEC,11,2,21,10.5,0,1.9,41,216,5.3,1,19.6,43,237,5.5,1,
1671,Andy Jean,Arkansas,SEC,5,1,21,21,0,4.2,0,0,,0,0,1,21,21,0,
1672,Bryce Baker*,Georgia Southern,Sun Belt,13,5,21,4.2,0,1.6,16,52,3.3,0,4,21,73,3.5,0,
1673,Charles Robinson*,Navy,American,13,2,21,10.5,0,1.6,10,33,3.3,0,2.5,12,54,4.5,0,
1674,Connor Cox,North Carolina,ACC,10,5,21,4.2,0,2.1,0,0,,0,0,5,21,4.2,0,
1675,Connor Walendzak*,Toledo,MAC,13,4,21,5.3,0,1.6,32,99,3.1,0,7.6,36,120,3.3,0,
1676,Cooper Rusk*,Toledo,MAC,12,2,21,10.5,0,1.8,1,0,0,0,0,3,21,7,0,
1677,Dilin Jones,Wisconsin,Big Ten,7,9,21,2.3,0,3,76,300,3.9,2,42.9,85,321,3.8,2,
1678,Elijah Burress,Notre Dame,Ind,4,3,21,7,0,5.3,0,0,,0,0,3,21,7,0,
1679,Izaiah Hartrup*,Ole Miss,SEC,15,3,21,7,1,1.4,0,0,,0,0,3,21,7,1,
1680,Jackson Wasserstrom*,Indiana,Big Ten,7,2,21,10.5,0,3,0,0,,0,0,2,21,10.5,0,
1681,Jelani Watkins*,LSU,SEC,3,2,21,10.5,0,7,0,0,,0,0,2,21,10.5,0,
1682,Joseph McVay*,Vanderbilt,SEC,12,2,21,10.5,1,1.8,0,0,,0,0,2,21,10.5,1,
1683,LaNorris Sellers,South Carolina,SEC,12,1,21,21,0,1.8,149,270,1.8,5,22.5,150,291,1.9,5,
1684,Michael Turner,Baylor,Big 12,8,6,21,3.5,0,2.6,65,320,4.9,1,40,71,341,4.8,1,
1685,Tobi Olawole*,Army,American,9,3,21,7,0,2.3,0,0,,0,0,3,21,7,0,
1686,Will Huggins,Oklahoma,SEC,13,3,21,7,0,1.6,0,0,,0,0,3,21,7,0,
1687,Xavier Loyd*,Missouri,SEC,13,2,21,10.5,0,1.6,0,0,,0,0,2,21,10.5,0,
1688,Zion Johnson*,Cincinnati,Big 12,4,2,21,10.5,0,5.3,22,106,4.8,1,26.5,24,127,5.3,1,
1689,Brec Long,South Alabama,Sun Belt,10,4,20,5,0,2,0,0,,0,0,4,20,5,0,
1690,CJ Wiley,Georgia,SEC,8,3,20,6.7,0,2.5,0,0,,0,0,3,20,6.7,0,
1691,Jaedon Wilson,UCLA,Big Ten,4,2,20,10,0,5,0,0,,0,0,2,20,10,0,
1692,Jake Taylor*,Duke,ACC,13,2,20,10,0,1.5,0,0,,0,0,2,20,10,0,
1693,Jaleel Walker*,Western Kentucky,CUSA,2,1,20,20,0,10,0,0,,0,0,1,20,20,0,
1694,Kenneth Williams*,Nebraska,Big Ten,12,1,20,20,0,1.7,5,22,4.4,0,1.8,6,42,7,0,
1695,Max Hunt*,Pitt,ACC,3,1,20,20,0,6.7,0,0,,0,0,1,20,20,0,
1696,Michael Smith,South Carolina,SEC,4,2,20,10,0,5,0,0,,0,0,2,20,10,0,
1697,Ryan Ghea,Auburn,SEC,5,2,20,10,0,4,0,0,,0,0,2,20,10,0,
1698,Shaadie Clayton-Johnson*,SMU,ACC,8,3,20,6.7,0,2.5,12,88,7.3,2,11,15,108,7.2,2,
1699,Shandon King*,North Texas,American,4,3,20,6.7,0,5,0,0,,0,0,3,20,6.7,0,
1700,Tate Nagy,Kansas,Big 12,12,2,20,10,0,1.7,0,0,,0,0,2,20,10,0,
1701,Trequan Jones*,Old Dominion,Sun Belt,13,6,20,3.3,0,1.5,105,792,7.5,6,60.9,111,812,7.3,6,
1702,Abu Sama,Iowa State,Big 12,12,5,19,3.8,0,1.6,140,732,5.2,5,61,145,751,5.2,5,
1703,Blazen Lono-Wong*,Arizona State,Big 12,13,1,19,19,0,1.5,0,0,,0,0,1,19,19,0,
1704,Caleb Cunningham*,Ole Miss,SEC,3,1,19,19,0,6.3,0,0,,0,0,1,19,19,0,
1705,George Hart III*,Western Kentucky,CUSA,13,9,19,2.1,1,1.5,70,300,4.3,5,23.1,79,319,4,6,
1706,Jackson Grier*,Appalachian State,Sun Belt,10,1,19,19,0,1.9,0,0,,0,0,1,19,19,0,
1707,Ja'shon Benjamin,Rutgers,Big Ten,12,4,19,4.8,0,1.6,68,328,4.8,2,27.3,72,347,4.8,2,
1708,Joey Schlaffer*,Penn State,Big Ten,3,1,19,19,1,6.3,0,0,,0,0,1,19,19,1,
1709,Johnnie Daniels*,Mississippi State,SEC,3,3,19,6.3,0,6.3,9,44,4.9,0,14.7,12,63,5.3,0,
1710,Justin Wolf*,Western Kentucky,CUSA,10,2,19,9.5,0,1.9,0,0,,0,0,2,19,9.5,0,
1711,Kiael Kelly,Ball State,MAC,12,1,19,19,1,1.6,211,600,2.8,5,50,212,619,2.9,6,
1712,Martavious Collins,Florida Atlantic,American,8,3,19,6.3,0,2.4,0,0,,0,0,3,19,6.3,0,
1713,Marvin Sims*,Western Kentucky,CUSA,10,2,19,9.5,1,1.9,1,14,14,0,1.4,3,33,11,1,
1714,Max Drag,UCF,Big 12,11,3,19,6.3,0,1.7,0,0,,0,0,3,19,6.3,0,
1715,Roydell Williams,Florida State,ACC,7,2,19,9.5,0,2.7,15,46,3.1,0,6.6,17,65,3.8,0,
1716,Tayte Vanderleest*,Central Michigan,MAC,9,2,19,9.5,0,2.1,0,0,,0,0,2,19,9.5,0,
1717,Terion Stewart,Virginia Tech,ACC,10,4,19,4.8,0,1.9,82,469,5.7,0,46.9,86,488,5.7,0,
1718,AJ Newberry*,Vanderbilt,SEC,11,2,18,9,0,1.6,18,57,3.2,3,5.2,20,75,3.8,3,
1719,AK Dear,Alabama,SEC,5,3,18,6,0,3.6,19,140,7.4,3,28,22,158,7.2,3,
1720,Bryce Randolph,Liberty,CUSA,1,1,18,18,0,18,0,0,,0,0,1,18,18,0,
1721,David Mbadinga*,Georgia Southern,Sun Belt,7,5,18,3.6,0,2.6,49,196,4,1,28,54,214,4,1,
1722,E.J. Smith,Texas A&M,SEC,12,4,18,4.5,0,1.5,44,205,4.7,4,17.1,48,223,4.6,4,
1723,Elijah Pedro,Massachusetts,MAC,4,2,18,9,1,4.5,0,0,,0,0,2,18,9,1,
1724,Ezavier Staples,UCLA,Big Ten,11,2,18,9,0,1.6,0,0,,0,0,2,18,9,0,
1725,Frank Bierman*,Minnesota,Big Ten,13,4,18,4.5,0,1.4,0,0,,0,0,4,18,4.5,0,
1726,Jackson Bennee*,Utah,Big 12,13,3,18,6,0,1.4,2,15,7.5,0,1.2,5,33,6.6,0,
1727,Jeremiah Jones-Thomas,South Alabama,Sun Belt,7,3,18,6,0,2.6,0,0,,0,0,3,18,6,0,
1728,Justin Erb,Wyoming,MWC,12,3,18,6,1,1.5,0,0,,0,0,3,18,6,1,
1729,Keelan Smith*,Nebraska,Big Ten,9,2,18,9,0,2,0,0,,0,0,2,18,9,0,
1730,KJ Parker*,Iowa,Big Ten,11,3,18,6,1,1.6,0,0,,0,0,3,18,6,1,
1731,LJ Johnson Jr.*,California,ACC,7,4,18,4.5,0,2.6,34,117,3.4,2,16.7,38,135,3.6,2,
1732,Preston Douglas*,North Carolina State,ACC,6,1,18,18,0,3,1,2,2,0,0.3,2,20,10,0,
1733,Stone Eby*,SMU,ACC,13,1,18,18,0,1.4,1,1,1,1,0.1,2,19,9.5,1,
1734,Terrell Washington Jr.*,Iowa,Big Ten,11,4,18,4.5,0,1.6,28,98,3.5,0,8.9,32,116,3.6,0,
1735,Tracy Stephens,Marshall,Sun Belt,10,2,18,9,1,1.8,0,0,,0,0,2,18,9,1,
1736,Vernon Allen III,Rutgers,Big Ten,1,1,18,18,0,18,0,0,,0,0,1,18,18,0,
1737,Aaron Butler*,Texas,SEC,3,1,17,17,0,5.7,0,0,,0,0,1,17,17,0,
1738,Bryan Jackson*,USC,Big Ten,8,2,17,8.5,0,2.1,36,123,3.4,4,15.4,38,140,3.7,4,
1739,Carson Grove*,Northwestern,Big Ten,8,2,17,8.5,0,2.1,0,0,,0,0,2,17,8.5,0,
1740,Chase Byrd*,Clemson,ACC,4,2,17,8.5,0,4.3,0,0,,0,0,2,17,8.5,0,
1741,Chaucey Magwood,Purdue,Big Ten,2,2,17,8.5,0,8.5,0,0,,0,0,2,17,8.5,0,
1742,Cole Harrison*,Tennessee,SEC,3,1,17,17,0,5.7,0,0,,0,0,1,17,17,0,
1743,Cornell Hatcher Jr.,Oregon State,Ind,12,5,17,3.4,1,1.4,52,292,5.6,2,24.3,57,309,5.4,3,
1744,Da'Marion Alberic,Massachusetts,MAC,5,2,17,8.5,0,3.4,8,23,2.9,0,4.6,10,40,4,0,
1745,Danny Lewis,Alabama,SEC,6,2,17,8.5,0,2.8,0,0,,0,0,2,17,8.5,0,
1746,Dillon Hipp*,Missouri State,CUSA,13,3,17,5.7,0,1.3,0,0,,0,0,3,17,5.7,0,
1747,Djay Braswell,Georgia State,Sun Belt,9,7,17,2.4,0,1.9,29,104,3.6,0,11.6,36,121,3.4,0,
1748,Dylan Edwards,Kansas State,Big 12,4,3,17,5.7,0,4.3,34,205,6,2,51.3,37,222,6,2,
1749,Elijah Jones*,Cincinnati,Big 12,13,2,17,8.5,0,1.3,0,0,,0,0,2,17,8.5,0,
1750,Elijah Washington-Baker,Syracuse,ACC,12,1,17,17,1,1.4,0,0,,0,0,1,17,17,1,
1751,Gabarri Johnson,Oregon State,Ind,11,1,17,17,0,1.5,34,119,3.5,1,10.8,35,136,3.9,1,
1752,Hunter Herring,Louisiana-Monroe,Sun Belt,10,4,17,4.3,0,1.7,20,57,2.9,2,5.7,24,74,3.1,2,
1753,Isaac Koch,Kansas State,Big 12,12,2,17,8.5,0,1.4,0,0,,0,0,2,17,8.5,0,
1754,Jalen Kitna,UAB,American,10,1,17,17,0,1.7,35,-40,-1.1,0,-4,36,-23,-0.6,0,
1755,Jayden Becks*,North Texas,American,4,3,17,5.7,0,4.3,21,87,4.1,2,21.8,24,104,4.3,2,
1756,Jordan Onovughe,Stanford,ACC,4,2,17,8.5,0,4.3,0,0,,0,0,2,17,8.5,0,
1757,Kaleb Mathis,Colorado,Big 12,12,2,17,8.5,0,1.4,0,0,,0,0,2,17,8.5,0,
1758,KD Daniels,Florida,SEC,10,3,17,5.7,0,1.7,28,120,4.3,1,12,31,137,4.4,1,
1759,Khamani Alexander*,Appalachian State,Sun Belt,13,2,17,8.5,0,1.3,12,50,4.2,0,3.8,14,67,4.8,0,
1760,Kieren Davis*,East Carolina,American,13,1,17,17,0,1.3,0,0,,0,0,1,17,17,0,
1761,Kyle Koch*,North Texas,American,10,2,17,8.5,0,1.7,0,0,,0,0,2,17,8.5,0,
1762,Pierce Walsh*,Minnesota,Big Ten,13,2,17,8.5,0,1.3,0,0,,0,0,2,17,8.5,0,
1763,Quannell Farrakhan Jr.,Colorado,Big 12,10,1,17,17,0,1.7,1,4,4,0,0.4,2,21,10.5,0,
1764,Ricky Johnson*,Mississippi State,SEC,13,3,17,5.7,0,1.3,1,-7,-7,0,-0.5,4,10,2.5,0,
1765,Shamar Easter,North Carolina,ACC,7,2,17,8.5,0,2.4,0,0,,0,0,2,17,8.5,0,
1766,Trenton Chaney*,Louisiana,Sun Belt,4,3,17,5.7,0,4.3,0,0,,0,0,3,17,5.7,0,
1767,Tyseer Denmark*,Penn State,Big Ten,8,2,17,8.5,0,2.1,1,12,12,0,1.5,3,29,9.7,0,
1768,Arnold Barnes III,Tulane,American,13,2,16,8,0,1.2,51,217,4.3,0,16.7,53,233,4.4,0,
1769,Bennett Christian,Ohio State,Big Ten,12,5,16,3.2,1,1.3,0,0,,0,0,5,16,3.2,1,
1770,Cam Settles,Arkansas,SEC,9,2,16,8,0,1.8,6,16,2.7,0,1.8,8,32,4,0,
1771,Chavon Wright,Northern Illinois,MAC,12,8,16,2,0,1.3,196,875,4.5,5,72.9,204,891,4.4,5,
1772,David Cordero*,Hawaii,MWC,12,2,16,8,0,1.3,14,51,3.6,0,4.3,16,67,4.2,0,
1773,Dylan Goffney*,SMU,ACC,13,1,16,16,0,1.2,0,0,,0,0,1,16,16,0,
1774,Hayden Hagler*,Missouri State,CUSA,6,2,16,8,0,2.7,0,0,,0,0,2,16,8,0,
1775,Isaiah Augustave,South Carolina,SEC,3,1,16,16,0,5.3,2,1,0.5,0,0.3,3,17,5.7,0,
1776,Jayden Savoury,Michigan State,Big Ten,4,1,16,16,0,4,0,0,,0,0,1,16,16,0,
1777,Jovantae Barnes,Oklahoma,SEC,4,1,16,16,0,4,19,45,2.4,1,11.3,20,61,3.1,1,
1778,Nate Johnson*,Utah,Big 12,10,1,16,16,0,1.6,24,225,9.4,1,22.5,25,241,9.6,1,
1779,Nick Tyree*,Delaware,CUSA,8,3,16,5.3,0,2,6,25,4.2,0,3.1,9,41,4.6,0,
1780,Noah Moeaki*,BYU,Big 12,14,2,16,8,1,1.1,0,0,,0,0,2,16,8,1,
1781,Samuel Singleton Jr.,Florida State,ACC,11,1,16,16,0,1.5,51,360,7.1,4,32.7,52,376,7.2,4,
1782,Tank Hawkins,Florida,SEC,4,2,16,8,0,4,0,0,,0,0,2,16,8,0,
1783,Brady Mott*,Army,American,12,1,15,15,0,1.3,0,0,,0,0,1,15,15,0,
1784,Charles Montgomery*,Southern Mississippi,Sun Belt,12,3,15,5,0,1.3,0,0,,0,0,3,15,5,0,
1785,Dallan Hayden,Colorado,Big 12,10,4,15,3.8,0,1.5,70,326,4.7,1,32.6,74,341,4.6,1,
1786,Daniel Evert,Temple,American,12,2,15,7.5,0,1.3,0,0,,0,0,2,15,7.5,0,
1787,Dre'lyn Washington,Alabama,SEC,12,1,15,15,0,1.3,14,59,4.2,0,4.9,15,74,4.9,0,
1788,Jahiem White,West Virginia,Big 12,2,3,15,5,0,7.5,24,133,5.5,3,66.5,27,148,5.5,3,
1789,Jared Porter*,Delaware,CUSA,2,2,15,7.5,0,7.5,7,25,3.6,0,12.5,9,40,4.4,0,
1790,Jeremiah Coney,Virginia Tech,ACC,7,3,15,5,0,2.1,8,47,5.9,0,6.7,11,62,5.6,0,
1791,Jewlyen Roberts,Tulsa,American,11,3,15,5,1,1.4,0,0,,0,0,3,15,5,1,
1792,Julian Allen*,Toledo,MAC,7,3,15,5,0,2.1,0,0,,0,0,3,15,5,0,
1793,Khyair Spain*,Memphis,American,5,1,15,15,0,3,11,72,6.5,0,14.4,12,87,7.3,0,
1794,Landon Baptiste*,Louisiana,Sun Belt,6,2,15,7.5,1,2.5,0,0,,0,0,2,15,7.5,1,
1795,Makai Jackson*,Indiana,Big Ten,4,3,15,5,0,3.8,0,0,,0,0,3,15,5,0,
1796,Miller Moss*,Louisville,ACC,12,2,15,7.5,0,1.3,54,-65,-1.2,9,-5.4,56,-50,-0.9,9,
1797,Riley Williams,Oregon State,Ind,2,1,15,15,0,7.5,0,0,,0,0,1,15,15,0,
1798,Ryan Guillo*,Rice,American,6,2,15,7.5,0,2.5,0,0,,0,0,2,15,7.5,0,
1799,Steve Chavez-Soto,San Jose State,MWC,8,3,15,5,0,1.9,87,448,5.1,7,56,90,463,5.1,7,
1800,Tahj Bullock,Colorado State,MWC,7,2,15,7.5,0,2.1,23,31,1.3,3,4.4,25,46,1.8,3,
1801,TJ Peyton,Georgia State,Sun Belt,10,1,15,15,0,1.5,12,65,5.4,0,6.5,13,80,6.2,0,
1802,Alex Lines*,Northwestern,Big Ten,8,4,14,3.5,0,1.8,0,0,,0,0,4,14,3.5,0,
1803,Bo MacCormack III,Boston College,ACC,9,2,14,7,0,1.6,15,43,2.9,1,4.8,17,57,3.4,1,
1804,Brendon Lewis*,Memphis,American,13,1,14,14,0,1.1,151,665,4.4,9,51.2,152,679,4.5,9,
1805,Camden Etheredge,Auburn,SEC,2,1,14,14,0,7,0,0,,0,0,1,14,14,0,
1806,Carson Beck*,Miami (FL),ACC,16,1,14,14,1,0.9,62,43,0.7,2,2.7,63,57,0.9,3,
1807,Dane Benedix*,Louisiana Tech,CUSA,11,3,14,4.7,0,1.3,0,0,,0,0,3,14,4.7,0,
1808,Dillon Galloway*,Appalachian State,Sun Belt,6,2,14,7,0,2.3,0,0,,0,0,2,14,7,0,
1809,Duke Clark,Florida,SEC,4,2,14,7,0,3.5,15,58,3.9,0,14.5,17,72,4.2,0,
1810,Enoch Nawahine*,BYU,Big 12,10,3,14,4.7,0,1.4,25,82,3.3,1,8.2,28,96,3.4,1,
1811,Jahmari Powell-Wonson,Maryland,Big Ten,1,2,14,7,0,14,0,0,,0,0,2,14,7,0,
1812,Jake Newell,Akron,MAC,6,4,14,3.5,0,2.3,0,0,,0,0,4,14,3.5,0,
1813,Jason Brown Jr.*,Arizona State,Big 12,11,2,14,7,0,1.3,16,151,9.4,1,13.7,18,165,9.2,1,
1814,Jason Fowler,Northern Illinois,MAC,6,2,14,7,0,2.3,0,0,,0,0,2,14,7,0,
1815,Khobie Martin*,Indiana,Big Ten,14,1,14,14,0,1,78,505,6.5,6,36.1,79,519,6.6,6,
1816,Lukas Ungar,New Mexico State,CUSA,8,3,14,4.7,0,1.8,0,0,,0,0,3,14,4.7,0,
1817,Makenzie McGill*,North Texas,American,8,4,14,3.5,0,1.8,75,389,5.2,5,48.6,79,403,5.1,5,
1818,Preston Landis,Texas A&M,SEC,1,1,14,14,0,14,4,8,2,1,8,5,22,4.4,1,
1819,Teriq Mallory,Florida State,ACC,4,1,14,14,0,3.5,0,0,,0,0,1,14,14,0,
1820,Terrione Graves,New Mexico State,CUSA,6,2,14,7,0,2.3,0,0,,0,0,2,14,7,0,
1821,Ty Olsen*,Utah State,MWC,3,1,14,14,0,4.7,0,0,,0,0,1,14,14,0,
1822,Ashton Nickelberry,UTEP,CUSA,5,2,13,6.5,0,2.6,0,0,,0,0,2,13,6.5,0,
1823,Avion McBride,Georgia State,Sun Belt,11,2,13,6.5,0,1.2,0,0,,0,0,2,13,6.5,0,
1824,Blake Buntyn,Texas A&M,SEC,2,1,13,13,0,6.5,0,0,,0,0,1,13,13,0,
1825,Daryl Barnett Jr.*,Toledo,MAC,11,1,13,13,0,1.2,0,0,,0,0,1,13,13,0,
1826,Davion Kerr,Syracuse,ACC,7,2,13,6.5,0,1.9,5,-3,-0.6,0,-0.4,7,10,1.4,0,
1827,Isaiah McMorris*,Missouri State,CUSA,4,1,13,13,0,3.3,0,0,,0,0,1,13,13,0,
1828,James Laubstein*,New Mexico,MWC,9,1,13,13,0,1.4,59,363,6.2,1,40.3,60,376,6.3,1,
1829,Koa Eldredge*,Hawaii,MWC,11,1,13,13,0,1.2,0,0,,0,0,1,13,13,0,
1830,Luke McGary*,Houston,Big 12,6,3,13,4.3,0,2.2,0,0,,0,0,3,13,4.3,0,
1831,Marquez Taylor,UTEP,CUSA,9,3,13,4.3,0,1.4,17,43,2.5,0,4.8,20,56,2.8,0,
1832,Mike Tyler,South Carolina,SEC,11,1,13,13,0,1.2,0,0,,0,0,1,13,13,0,
1833,Roderick Robinson II,Georgia,SEC,10,2,13,6.5,1,1.3,6,22,3.7,0,2.2,8,35,4.4,1,
1834,Sedrick Irvin,Stanford,ACC,12,2,13,6.5,0,1.1,41,118,2.9,1,9.8,43,131,3,1,
1835,Baron Tipton*,North Texas,American,14,2,12,6,0,0.9,0,0,,0,0,2,12,6,0,
1836,Beau Baker*,Washington State,Ind,13,1,12,12,1,0.9,0,0,,0,0,1,12,12,1,
1837,Caleb Hampton,Stanford,ACC,12,1,12,12,0,1,11,29,2.6,0,2.4,12,41,3.4,0,
1838,Cam Wallace*,Penn State,Big Ten,4,1,12,12,0,3,6,23,3.8,0,5.8,7,35,5,0,
1839,Cameron Ball*,Mississippi State,SEC,12,2,12,6,0,1,0,0,,0,0,2,12,6,0,
1840,Chase Farrell*,Northwestern,Big Ten,8,3,12,4,0,1.5,1,1,1,0,0.1,4,13,3.3,0,
1841,Christian Abney*,Illinois,Big Ten,12,1,12,12,0,1,0,0,,0,0,1,12,12,0,
1842,Gavin Magorien,Marshall,Sun Belt,12,1,12,12,0,1,0,0,,0,0,1,12,12,0,
1843,Ger-Cari Caldwell*,Memphis,American,12,2,12,6,0,1,0,0,,0,0,2,12,6,0,
1844,Isaiah West,Ohio State,Big Ten,10,2,12,6,0,1.2,59,310,5.3,2,31,61,322,5.3,2,
1845,Jabari Bates,San Jose State,MWC,4,1,12,12,0,3,27,192,7.1,2,48,28,204,7.3,2,
1846,Jackson Gutierrez*,Navy,American,10,2,12,6,0,1.2,28,172,6.1,0,17.2,30,184,6.1,0,
1847,Jaden McGill*,Western Kentucky,CUSA,4,1,12,12,0,3,16,63,3.9,1,15.8,17,75,4.4,1,
1848,Jayden Brown*,Connecticut,Ind,5,4,12,3,0,2.4,32,262,8.2,2,52.4,36,274,7.6,2,
1849,Jeremy Bell,Georgia,SEC,4,1,12,12,0,3,1,9,9,0,2.3,2,21,10.5,0,
1850,Johnathan Arceneaux*,Fresno State,MWC,13,1,12,12,0,0.9,40,267,6.7,2,20.5,41,279,6.8,2,
1851,Joquez Smith,Temple,American,3,1,12,12,1,4,8,23,2.9,0,7.7,9,35,3.9,1,
1852,Jordan Anderson*,Illinois,Big Ten,13,3,12,4,0,0.9,9,41,4.6,1,3.2,12,53,4.4,1,
1853,Jordan Nubin,Kent State,MAC,8,3,12,4,0,1.5,79,253,3.2,1,31.6,82,265,3.2,1,
1854,Jose Leon*,Appalachian State,Sun Belt,1,3,12,4,0,12,0,0,,0,0,3,12,4,0,
1855,Kedrick Reescano*,Arizona,Big 12,10,3,12,4,0,1.2,84,396,4.7,9,39.6,87,408,4.7,9,
1856,Kory Hall,Colorado State,MWC,8,1,12,12,1,1.5,0,0,,0,0,1,12,12,1,
1857,Lamar Sperling,Buffalo,MAC,11,3,12,4,0,1.1,39,234,6,1,21.3,42,246,5.9,1,
1858,Larenzo McMillan,New Mexico State,CUSA,5,1,12,12,0,2.4,4,13,3.3,0,2.6,5,25,5,0,
1859,Leo Scheidler,Notre Dame,Ind,7,2,12,6,0,1.7,0,0,,0,0,2,12,6,0,
1860,Marquese Williams,Akron,MAC,4,3,12,4,0,3,21,86,4.1,0,21.5,24,98,4.1,0,
1861,Muizz Tounkara,Florida,SEC,8,2,12,6,0,1.5,0,0,,0,0,2,12,6,0,
1862,Nick Harris,Eastern Michigan,MAC,12,1,12,12,0,1,0,0,,0,0,1,12,12,0,
1863,Price Morgan,Texas Tech,Big 12,2,1,12,12,0,6,0,0,,0,0,1,12,12,0,
1864,Semaj Pierre*,Rice,American,13,6,12,2,0,0.9,6,34,5.7,0,2.6,12,46,3.8,0,
1865,Antavious Murphy*,Georgia Southern,Sun Belt,8,2,11,5.5,0,1.4,0,0,,0,0,2,11,5.5,0,
1866,Anthony League*,California,ACC,5,2,11,5.5,0,2.2,11,38,3.5,1,7.6,13,49,3.8,1,
1867,Blane Cleaver,Bowling Green,MAC,12,3,11,3.7,1,0.9,1,0,0,0,0,4,11,2.8,1,
1868,Carter Nelson*,Nebraska,Big Ten,13,2,11,5.5,0,0.8,0,0,,0,0,2,11,5.5,0,
1869,Conor Booth*,Nebraska,Big Ten,2,2,11,5.5,0,5.5,3,6,2,0,3,5,17,3.4,0,
1870,Cooper Eldridge,Louisiana-Monroe,Sun Belt,1,1,11,11,0,11,0,0,,0,0,1,11,11,0,
1871,Dahya Patel,Ball State,MAC,12,1,11,11,1,0.9,0,0,,0,0,1,11,11,1,
1872,Donnie Smith*,Troy,Sun Belt,14,1,11,11,0,0.8,0,0,,0,0,1,11,11,0,
1873,Frank Peasant*,Memphis,American,13,9,11,1.2,0,0.8,63,279,4.4,7,21.5,72,290,4,7,
